Название;Категория;Производитель;SKU;guid;ЗакупочнаяЦена;БонуснаяЦена;ПолнаяЦена;НаличиеНурсултан;НаличиеПавлодар;Гарантия;КодОпенкарта;НаличиеАлматы;НаличиеПанфилова;
"Кабель HDMI-HDMI SHIP SH6016-5P 5m";"Кабели";"SHIP";"SH6016-5P";224390a6-4c55-11e3-96e0-50465d082161;2982;3728;3685;0;0;12 мес.;35010;0;4;
"USB Flash drive 64GB Transcend TS64GJF350";"USB Flash накопители";"Transcend";"TS64GJF350";1af753e0-e19b-11e3-978c-50465d082161;2408;3010;3451;0;0;12 мес.;56958;0;1;
"Планшет графический XP-Pen Star 03 V2";"Графические планшеты";"XP-Pen";"Star 03 V2";2294d668-cdb3-11ea-97b5-7c8bca00133f;23682;29721;30711;0;0;12 мес.;49363;0;1;
"ИБП SVC V-600-L-LCD";"Источники бесперебойного питания";"SVC";"V-600-L-LCD";22b399f9-cf87-11ea-97b5-7c8bca00133f;19200;24672;24870;0;0;12 мес.;45150;0;2;
"Картридж Europrint EPC-CF232A";"Картриджи, тонеры, барабаны";"Europrint";"EPC-CF232A";94268ce4-995e-11e9-980f-7c8bca00133f;2545;3195;3870;0;0;1 мес.;45385;0;3;
"Диск SSD M.2 PCI-E 960Gb AMD Radeon R5, R5MP960G8";"Твердотельные диски (SSD)";"AMD";"R5MP960G8";66a44ee8-3aed-11ea-98b2-7c8bca00133f;32155;39711;40249;0;0;36 мес.;48273;0;1;
"Коммутатор Mercusys MS108G";"Коммутаторы";"Mercusys";"MS108G";14764bf4-011d-11ea-9a6f-7c8bca00133f;8717;11681;10295;0;0;12 мес.;48102;0;1;
"Кабельный тестер SHIP G468";"Контрольно-измерительные приборы";"SHIP";"SHIP G468";68317109-ecff-11e6-9aa2-1c872c710840;3866;4833;4754;0;0;12 мес.;39142;0;1;
"Блок питания Zalman ZM1000-ARX, 80 Plus Platinum, 1000W";"Блоки питания";"Zalman";"ZM1000-ARX";a1d06e29-9a11-11ec-9d33-00155d466f08;87101;103215;101034;0;0;12 мес.;54017;0;1;
"Сетевой фильтр Tripp-Lite  6розеток, 1.5 м, Black, GR16-1379T";"Сетевые фильтры, адаптеры";"Tripp-Lite";"GR16-1379T 1.5м";48dee6b7-4d22-11e9-9ebc-7c8bca00133f;1820;2275;2835;0;0;12 мес.;45459;0;1;
"Оперативная память DDR3 1600/8Gb AMD, R538G1601U2S-U";"Оперативная память";"AMD";"R538G1601U2S-U";dd4ef6e1-407c-11ea-9efa-7c8bca00133f;5047;7766;6485;0;0;36 мес.;48341;0;2;
"Коврик SteelSeries QcK, 63004";"Коврики для мыши";"SteelSeries";"63004";63cc1ee1-28d8-11ec-9fc4-7c8bca00133f;4607;6795;6985;0;0;1 мес.;53619;0;1;
"Коврик Steelseries QcK Heavy Medium, 63836";"Коврики для мыши";"SteelSeries";"63836";87171e52-28e8-11ec-9fc4-7c8bca00133f;7447;10053;9648;0;0;1 мес.;53620;0;1;
"Кабель SHIP D177A-P, Cat.6A, S-FTP, 4x2x1/0.56 мм, LSZH, 305 м в катушке";"Витая пара";"SHIP";"D177A-P";1d97db6a-3c5a-11ec-9fc4-7c8bca00133f;110151;140989;144022;0;0;1 мес.;88899548;0;1;
"Диск SSD 2.5"" 256Gb Patriot P210, P210S256G25";"Твердотельные диски (SSD)";"Patriot";"P210S256G25";58e4ea1b-0152-11eb-a33e-7c8bca00133f;10572;13849;10745;0;0;24 мес.;49840;0;3;
"Наушники с микрофоном A4tech Bloody G580, USB";"Наушники и гарнитуры";"A4Tech";"Bloody G580";4c63d3dc-75bd-11eb-a454-7c8bca00133f;13656;18094;15773;0;0;12 мес.;51367;0;1;
"Коммутатор Tp-link LS105G";"Коммутаторы";"TP-LINK";"LS105G";3596d417-9b81-11eb-a454-7c8bca00133f;8250;11138;10506;0;0;12 мес.;54783;0;1;
"Батарейка CAMELION AAA LR03, LR03-BP2DG, Digi Alkaline, 1.5V, 2шт";"Батарейки и зарядные устройства";"CAMELION";"LR03-BP2DG";609eae93-9b95-11e7-a5fc-1c872c710840;269;369;276;0;0;1 мес.;42193;0;4;
"Батарейка CAMELION AA LR6, LR6-BP2DG, Digi Alkaline, 1.5V, 2шт";"Батарейки и зарядные устройства";"CAMELION";"LR6-BP2DG";609eae9d-9b95-11e7-a5fc-1c872c710840;345;438;366;0;0;1 мес.;42197;0;6;
"Коврик Defender Sticker, 50405";"Коврики для мыши";"Defender";"50405";00fd8d9a-2cc4-11e8-a87e-7c8bca00133f;342;850;731;0;0;1 мес.;43045;0;5;
"Колонка портативная Xiaomi Mi Portable Bluetooth Speaker BHR4802GL XMYX04WM Gray";"Портативная акустика";"Xiaomi";"BHR4802GL XMYX04WM Gray";cdf1d254-8d01-11ec-ac4d-7c8bca00133f;9468;12687;13276;0;0;12 мес.;88901198;0;1;
"Диск SSD 2.5"" 480 GB Apacer AS340X, AP480GAS340XC-1";"Твердотельные диски (SSD)";"Apacer";"AP480GAS340XC-1";d434c3a7-b6da-11eb-afee-7c8bca00133f;15775;20508;20599;0;0;36 мес.;51631;0;1;
"Батарейка аккумуляторная VARTA AAA HR03, 56703, 800 mAh, 2шт";"Батарейки и зарядные устройства";"Varta";"R2U HR03";4ceec55c-baf5-11eb-afee-7c8bca00133f;4048;8490;4345;0;0;1 мес.;52216;0;1;
"IP-камера Surveon CAM4471V";"Камеры видеонаблюдения";"Surveon";"CAM4471V";a48a17c6-e25d-11ec-b090-a8a1595902d2;14456;20595;21684;0;0;12 мес.;48605;0;1;
"Адаптер Bluetooth TP-Link UB5A";"Беспроводные адаптеры";"TP-LINK";"UB5A";5c4ad259-0086-11ed-b0a4-a8a1595902d2;4514;6545;4936;0;1;12 мес.;57586;0;1;
"Батарея SVC VP12200/S 12В 200 Ач (552*240*230)";"Аккумуляторы для ИБП";"SVC";"VP12200/S";c3833811-0218-11ed-b0a4-a8a1595902d2;147182;180167;166025;0;0;6 мес.;57179;0;1;
"Коврик RITMIX MPD-020 Action, 220x180x1 мм";"Коврики для мыши";"Ritmix";"MPD-020 Action";6a159652-f795-11ea-b0cd-7c8bca00133f;304;760;1220;0;0;1 мес.;49728;0;1;
"Вентилятор для корпуса Bequiet! Light Wings 140 mm PWM ARGB, BL074";"Охлаждение для корпусов ПК";"be quiet!";"BL074";645068c7-9b53-11ed-b0de-a8a1595902d2;13757;18228;15363;0;0;12 мес;57464;0;1;
"Веб-камера Trust Trino";"Веб-камеры";"Trust";"Trino HD Video Webcam";64506911-9b53-11ed-b0de-a8a1595902d2;5839;9455;8175;0;0;12 мес;55810;0;1;
"Маршрутизатор Multi-WAN VPN TP-Link ER605";"Маршрутизаторы";"TP-LINK";"ER605";6a98146d-9b53-11ed-b0de-a8a1595902d2;36329;44503;38924;0;0;12 мес;54850;0;1;
"Батарейка VARTA Lithium, CR2025, 3V, 1 шт";"Батарейки и зарядные устройства";"Varta";"CR2025";70bc57a6-9b53-11ed-b0de-a8a1595902d2;590;871;670;0;0;12 мес;59746;0;4;
"Батарейка VARTA Longlife 9V - 4122 6LP3146 (1шт)";"Батарейки и зарядные устройства";"Varta";"4122 6LP3146";8a4fe34e-9b53-11ed-b0de-a8a1595902d2;1300;1651;1400;0;0;12 мес;57160;0;1;
"Кулер для процессора Gigabyte Aorus ATC800";"Кулеры для процессоров";"Gigabyte";"GP-ATC800";908cb933-9b53-11ed-b0de-a8a1595902d2;40680;49463;47969;0;0;12 мес;51465;0;1;
"СВО для процессора Gigabyte AORUS WATERFORCE 280";"Системы водяного / жидкостного охлаждения (СЖО)";"Gigabyte";"GP-AORUS WATERFORCE 280";c463dbfb-a5e5-11ed-b0e0-a8a1595902d2;65705;78189;93028;0;0;12 мес;55036;0;1;
"Маршрутизатор ASUS RT-AC1200";"Маршрутизаторы";"ASUS";"RT-AC1200";da428ace-a5e5-11ed-b0e0-a8a1595902d2;15515;20170;0;0;0;12 мес;56591;0;1;
"Коммутатор MikroTik CRS112-8P-4S-IN";"Коммутаторы";"MikroTik";"CRS112-8P-4S-IN";da428b0c-a5e5-11ed-b0e0-a8a1595902d2;107500;126850;116989;0;0;12 мес;51932;0;1;
"Блок питания Lian Li SP750 White, SFX";"Блоки питания";"Lian Li";"G89.SP750W.00EU";e1c23fcf-a5e5-11ed-b0e0-a8a1595902d2;54500;65400;69052;0;0;12 мес;58995;0;1;
"Экшн-камера SJCAM SJ4000 Black";"Экшн-камеры";"SJCAM";"SJ4000 black";e0b7af2e-a842-11ed-b0e0-a8a1595902d2;24754;31066;25600;0;0;12 мес.;88910119;0;1;
"Кулер для процессора ID-Cooling DK-19 PWM";"Кулеры для процессоров";"ID-Cooling";"DK-19 PWM";b107d407-abd1-11ed-b0e0-a8a1595902d2;3016;3770;2973;0;0;12 мес;59365;0;1;
"Беспроводной маршрутизатор ASUS RT-AX53U ";"Маршрутизаторы";"ASUS";"RT-AX53U ";988417f5-b785-11ed-b0e1-a8a1595902d2;27050;33948;30895;0;0;12 мес;88893625;0;4;
"Мясорубка Moulinex ME208139";"Мясорубки";"Moulinex";"1500868890";a1348a84-d650-11ed-b0e1-a8a1595902d2;64990;77663;51189;0;0;12 мес;59821;0;1;
"Корпус Cougar Airface RGB, CGR-5ZD1B-AIR-RGB";"Корпуса";"Cougar";"CGR-5ZD1B-AIR-RGB";96350062-d651-11ed-b0e1-a8a1595902d2;25000;31875;34650;0;0;12 мес;59858;0;1;
"Процессор Intel Core i5-13400 2.5 GHz, OEM";"Процессоры";"Intel";"i5-13400 OEM";9c39123c-d651-11ed-b0e1-a8a1595902d2;104182;122935;104808;0;0;12 мес;59557;0;1;
"Процессор Intel Core i7-13700 2.1GHz, OEM";"Процессоры";"Intel";"i7-13700 OEM";9c391242-d651-11ed-b0e1-a8a1595902d2;171717,28;201768;193708;0;0;12 мес;59553;0;1;
"Мышь A4-Tech Bloody W60 Max Activated, Gradient Red";"Мыши";"A4Tech";"W60 Max Activated Gradient Red";c180fd02-e71d-11ed-b0e2-a8a1595902d2;10624;13917;13953;0;0;12 мес.;60481;0;2;
"Оперативная память для ноутбука DDR3 1333/4Gb Patriot, PSD34G13332S";"Оперативная память";"Patriot";"PSD34G13332S";18442c72-e9c6-11ed-b0e2-a8a1595902d2;3816;4770;4060;0;0;12 мес.;60508;0;1;
"Кабель USB - microUSB, Cablexpert CC-mUSB2bl1m, USB2.0, 1м, нейлоновая оплетка, алюм разъемы, синий";"Кабели";"Cablexpert";"CC-mUSB2bl1m";648ab655-0356-11ee-b0e3-a8a1595902d2;772;4010;1085;0;0;1 мес.;88890636;0;1;
"Беспроводной адаптер TP-LINK Archer TX20U Plus";"Беспроводные адаптеры";"TP-LINK";"Archer TX20U Plus";05a1ba9d-0b93-11ee-b0e5-a8a1595902d2;20179;25325;22729;0;0;12 мес.;88910053;0;1;
"Диск SSD M.2 PCI-E 4 TB Corsair MP600 PRO XT, CSSD-F4000GBMP600PXT";"Твердотельные диски (SSD)";"Corsair";"CSSD-F4000GBMP600PXT";39007163-0cde-11ee-b0e6-a8a1595902d2;188098;230416;192789;0;0;12 мес;60378;0;1;
"Диск SSD 2.5"" 512GB LEXAR NS100, LNS100-512RB";"Твердотельные диски (SSD)";"Lexar";"LNS100-512RB";a2dd706c-5c52-11ee-b0ef-a8a1595902d2;20610,38;25866;23539;0;0;24 мес;55097;0;1;
"Диск SSD M.2 PCI-E 1Tb Seagate Barracuda, ZP1000CV3A002";"Твердотельные диски (SSD)";"Seagate";"ZP1000CV3A002";69434eba-7f8f-11ee-b0f1-a8a1595902d2;30136;40227;41945;0;0;12 мес;88910767;0;1;
"Блок питания ASUS TUF-GAMING-850G";"Блоки питания";"ASUS";"TUF-GAMING-850G";0201dba1-8226-11ee-b0f1-a8a1595902d2;78208;93068;80334;0;0;12 мес;88910906;0;1;
"Мышь Rapoo N500 Black";"Мыши";"RAPOO";"N500 Black";087da241-8226-11ee-b0f1-a8a1595902d2;2170;2713;2688;0;0;12 мес;88910920;0;5;
"Мышь AOC GM500";"Мыши";"AOC";"GM500";087da25f-8226-11ee-b0f1-a8a1595902d2;9265;12415;10603;0;0;12 мес;88910930;0;1;
"Коммутатор Hikvision DS-3E0105P-E(B)";"Коммутаторы";"HIKVISION";"DS-3E0105P-E(B)";7fbdfc30-8477-11ee-b0f1-a8a1595902d2;17658;22691;16571;0;0;12 мес;88911357;0;1;
"Медиаконвертер TP-Link TL-FC311A-2";"Медиаконвертеры и трансиверы";"TP-LINK";"TL-FC311A-2";9bca4fd4-8477-11ee-b0f1-a8a1595902d2;15415;20040;17311;0;0;12 мес;88911450;0;1;
"Материнская плата MSI PRO Z790-P WiFi";"Материнские платы";"MSI";"PRO Z790-P WiFi";4d5bb264-854a-11ee-b0f1-a8a1595902d2;103550;124202;105892;0;0;12 мес;88911602;0;1;
"Материнская плата Asus TUF Gaming B760M-BTF WIFI D4";"Материнские платы";"ASUS";"TUF Gaming B760M-BTF WIFI D4";4d5bb29a-854a-11ee-b0f1-a8a1595902d2;110090;129906;111045;0;0;12 мес;88911620;0;1;
"Клавиатура SteelSeries Apex 3 US, 64795";"Клавиатуры";"SteelSeries";"Apex 3 US 64795";0e219503-8ec2-11ee-b0f3-a8a1595902d2;36515;44731;34174;0;0;12 мес;88912115;0;1;
"Выключатель автоматический Schneider Electric EZ9R34425-4P";"Выключатели автоматические";"Schneider Electric";"EZ9R34425-4P";fa9e8e64-9039-11ee-b0f3-a8a1595902d2;21422;29027;26976;0;0;12 мес;88912530;0;1;
"Выключатель автоматический Schneider Electric R9F12310";"Выключатели автоматические";"Schneider Electric";"R9F12310";419378eb-903b-11ee-b0f3-a8a1595902d2;5962;9033;8739;0;0;12 мес;88912612;0;1;
"Оперативная память DDR5 5200/16Gb Kingston FURY Beast White RGB, KF552C40BWA-16";"Оперативная память";"Kingston";"KF552C40BWA-16";ea264be6-93e8-11ee-b0f3-a8a1595902d2;24501;33194;35905;0;0;12 мес;88912838;0;1;
"Оперативная память DDR4 3600/16Gb (2x8Gb) Kingston FURY Beast RGB, KF436C17BB2AK2/16";"Оперативная память";"Kingston";"KF436C17BB2AK2/16";db789f06-940b-11ee-b0f3-a8a1595902d2;26906,5;33768;30826;0;0;12 мес;88912845;0;3;
"Диск SSD M.2 PCI-E 500GB Netac NV3000, NT01NV3000-500-E4X";"Твердотельные диски (SSD)";"Netac";"NT01NV3000-500-E4X";959d4cf9-981d-11ee-b0f3-a8a1595902d2;18834;24202;22460;0;0;12 мес;88913033;0;1;
"Наушники Razer Kraken BT Hello Kitty and Friends, RZ04-03520300-R3M1";"Наушники и гарнитуры";"Razer";"RZ04-03520300-R3M1";edfe52d3-99b7-11ee-b0f3-a8a1595902d2;40666;49003;62990;0;0;12 мес;88913096;0;1;
"Микрофон RAZER Seiren V2 Pro, RZ19-04040100-R3M1";"Микрофоны";"Razer";"RZ19-04040100-R3M1";edfe52eb-99b7-11ee-b0f3-a8a1595902d2;40266;48521;66990;0;0;12 мес;88913104;0;1;
"СВО для процессора 1stPlayer CC 360 BLACK";"Системы водяного / жидкостного охлаждения (СЖО)";"1stPlayer";"CC 360 BLACK";8471d4d4-9b21-11ee-b0f3-a8a1595902d2;34947;44890;41424;0;0;12 мес;88913197;0;1;
"МФУ Epson EcoTank L3250, C11CJ67412/С11CJ67503";"МФУ струйные";"Epson";"C11CJ67412";990a6ca7-9b28-11ee-b0f3-a8a1595902d2;88030;104316;135788;0;0;12 мес;88913238;0;2;
"Выпрямитель Remington S8590";"Щипцы, плойки, стайлеры";"Remington";"S8590";ee772218-9f14-11ee-b0f3-a8a1595902d2;31039;38333;47988;0;0;12 мес;88913517;0;1;
"Материнская плата Gigabyte A620M H";"Материнские платы";"Gigabyte";"A620M H";86328b49-9f2d-11ee-b0f3-a8a1595902d2;44393;53494;50912;0;0;12 мес;88913643;0;1;
"Материнская плата Gigabyte A620M Gaming X";"Материнские платы";"Gigabyte";"A620M Gaming X";86328b4f-9f2d-11ee-b0f3-a8a1595902d2;61539;75592;71683;0;0;36 мес;88913645;0;1;
"Диск SSD 2.5"" 500Gb Colorful SL500";"Твердотельные диски (SSD)";"Colorful";"SL500 500Gb";9d3e4699-9f2d-11ee-b0f3-a8a1595902d2;15240;21331;16785;0;0;12 мес.;88913656;0;1;
"Пылесос Redmond VH1311 Gray";"Пылесосы";"Redmond";"VH1311 Gray";9ac984e1-a30b-11ee-b0f5-a8a1595902d2;74993;95126;106192;0;0;12 мес;88914037;0;1;
"Лопатка Tefal 2744174";"Кухонные принадлежности";"Tefal";"2100109835";d54d0c3f-a325-11ee-b0f5-a8a1595902d2;2243;3720;1484;0;0;12 мес;88914078;0;1;
"Кастрюля Tefal 24 B8644674";"Кастрюли";"Tefal";"B8644674";56831056-a3a0-11ee-b0f5-a8a1595902d2;15992;20790;18710;0;0;12 мес;88914121;0;1;
"Беспроводная кнопка Xiaomi Mi Home WXKG01LM YTC4040GL/WXKG01LM White";"Умные пульты и кнопки";"Xiaomi";"WXKG01LM YTC4040GL/WXKG01LM White";2091bdae-a564-11ee-b0f5-a8a1595902d2;3691;4975;4663;0;0;12 мес;88914527;0;1;
"Смарт часы Amazfit Active A2211 Petal Pink";"Умные часы и браслеты";"Amazfit";"A2211 Petal Pink";5a1f41f4-a6df-11ee-b0f5-a8a1595902d2;47500;57238;57600;0;0;12 мес;88914683;0;1;
"Оперативная память DDR5 6000/32Gb (2x16GB) Team Group T-Force Delta RGB, FF3D532G6000HC38ADC01";"Оперативная память";"TEAM";"FF3D532G6000HC38ADC01";d13be3f7-add8-11ee-b0f5-a8a1595902d2;68125;81069;74142;0;0;12 мес;88915141;0;1;
"Термопрокладка GELID Solutions GP-ULTIMATE TP-VP04-R-A, 120x20х0.5mm";"Термопаста и термоклей";"GELID Solutions";"TP-VP04-R-A";59a0a70b-ae0f-11ee-b0f5-a8a1595902d2;1636;2295;3387;0;0;12 мес;88915199;0;1;
"Клавиатура Sven KB-G8300";"Клавиатуры";"Sven";"KB-G8300";657c2b85-aead-11ee-b0f5-a8a1595902d2;6207;8690;8690;0;0;12 мес;88915300;0;4;
"Мышь Logitech M110 Silent Mid Gray, 910-006760";"Мыши";"Logitech";"910-006760";b2291870-aee8-11ee-b0f5-a8a1595902d2;7548;10190;8988;0;0;12 мес;88915318;0;2;
"Маршрутизатор TP-Link Archer AX80";"Маршрутизаторы";"TP-LINK";"Archer AX80";531d5bba-afb8-11ee-b0f5-a8a1595902d2;84779;100887;83561;0;0;12 мес;88915548;0;1;
"Блок питания FSP Group Hydro G Pro 750W, HG2-750";"Блоки питания";"FSP";"HG2-750";2fdbc328-b3a2-11ee-b0f5-a8a1595902d2;57231;69292;59418;0;0;12 мес;88916065;0;1;
"Блок питания FSP Hydro PRO, HP2-600";"Блоки питания";"FSP";"HP2-600";2fdbc337-b3a2-11ee-b0f5-a8a1595902d2;24664;30953;28785;0;0;12 мес;88916070;0;1;
"Оперативная память для ноутбука DDR5 4800/32Gb Patriot Signature Line, PSD532G48002S";"Оперативная память";"Patriot";"PSD532G48002S";2a6fcaea-b9c0-11ee-b0f5-a8a1595902d2;50166;60199;51060;0;0;12 мес;88916832;0;1;
"Процессор Intel Core i5-14400 OEM";"Процессоры";"Intel";"i5-14400 OEM";a7ae9cc9-bb4d-11ee-b0f5-a8a1595902d2;135250;158919;114696;0;0;12 мес;88917094;0;1;
"Вентилятор для корпуса AeroCool APNX FP1-140 ARGB PWM Black";"Охлаждение для корпусов ПК";"AeroCool";"APNX FP1-140 ARGB PWM Black";f211bc69-c0f4-11ee-b0f5-a8a1595902d2;4225;7445;5915;0;0;12 мес;88917696;0;1;
"Вентилятор для корпуса ID-COOLING AF-127-ARGB-W";"Охлаждение для корпусов ПК";"ID-Cooling";"AF-127-ARGB-W";f6934a80-c49f-11ee-b0f5-a8a1595902d2;5368;7623;7108;0;0;12 мес;88918148;0;1;
"Вентилятор для корпуса Arctic P12 PWM PST Black, ACFAN00120A";"Охлаждение для корпусов ПК";"Arctic";"ACFAN00120A";f91b7c1e-c598-11ee-b0f5-a8a1595902d2;3358;4198;3985;0;0;12 мес;88918270;0;1;
"IP-телефон Grandstream GXP1615";"IP-телефоны";"Grandstream";"GXP1615";625d5010-c636-11ee-b0f5-a8a1595902d2;14400;19080;19980;0;0;12 мес;88918343;0;1;
"Комплект вентиляторов для корпуса Bequiet! Light Wings White 140mm PWM Triple-Pack, BL103";"Охлаждение для корпусов ПК";"be quiet!";"BL103";ca7da703-c98c-11ee-b0f5-a8a1595902d2;36919;45226;42275;0;0;12 мес;88918716;0;1;
"Комплект вентиляторов для корпуса Bequiet! Light Wings White 120mm PWM Triple-Pack, BL101";"Охлаждение для корпусов ПК";"be quiet!";"BL101";ca7da706-c98c-11ee-b0f5-a8a1595902d2;35395;45880;42598;0;0;12 мес;88918717;0;1;
"Оперативная память DDR4 3600/16Gb (2x8Gb) Lexar THOR Gaming, LD4BU008G-R3600GDWG";"Оперативная память";"Lexar";"LD4BU008G-R3600GDWG";911fc875-cbff-11ee-b0f5-a8a1595902d2;21513;29146;25654;0;0;12 мес;88918958;0;1;
"Картридж Canon PFI-120BK Black, 2885C001";"Картриджи струйные";"Canon";"PFI-120BK Black 2885C001";398ef6be-cca7-11ee-b0f5-a8a1595902d2;45471;55910;44388;0;0;12 мес;88919052;0;1;
"Батарейки CAMELION Alkaline AG11-BP10(0%Hg) 10 шт";"Батарейки и зарядные устройства";"CAMELION";"AG11-BP10(0%Hg) 10 шт";ad7550d6-cfca-11ee-b0f5-a8a1595902d2;335;425;358;0;0;12 мес;88919394;0;4;
"Колонка портативная Defender G36 Black, 65036";"Портативная акустика";"Defender";"G36 Black 65036";32112a6a-d234-11ee-b0f5-a8a1595902d2;4409;6864;5886;0;0;12 мес;88919925;0;1;
"Клавиатура Glorious GMMK Numpad Pre-Built Fox Linear Switch White, GLO-GMMK-NP-FOX-W";"Клавиатуры";"Glorious";"GLO-GMMK-NP-FOX-W";e7c259f5-d523-11ee-b0f5-a8a1595902d2;42990;51803;82588;0;0;12 мес;88920103;0;1;
