SKU;КодКаспи;Номенклатура;Поставщик;Остаток;Цена;РРЦ;Артикул;Производитель;КредитРассрочка;БонуснаяЦена;СпецЦена;СрокГарантии;Категория;КодПоставщика;
42926;"105788878";"Беспроводной VDSL/ADSL модем Tp-Link Archer VR400";"VenderP";19;42789;52990;"Archer VR400";"TP-LINK";51561;46539;44323;"12 мес.";"Модемы ADSL и 3G";"28824";
42927;"7600375";"Беспроводной VDSL модем Tp-Link TD-W9970";"stn";22;22940;29990;"TD-W9970";"TP-LINK";28790;25335;23878;"12 мес.";"Модемы ADSL и 3G";"0000017716";
88900808;"";"Антивирус Dr.WEB Security Space GOLD, 1 ПК на 3 года, BHW-BK-39M-1-A3";"comportal";1;10843;;"BHW-BK-39M-1-A3";"Dr.Web";15289;13454;11752;"";"Антивирусы";"133461";
42916;"100340744";"Оперативная память DDR3 1600/4Gb Patriot, PSD34G16002";"VenderP";51;3625;4993;"PSD34G16002";"Patriot";4531;4026;3834;"24 мес.";"Оперативная память";"52323";
39098;"105626786";"Уголок поддержки SHIP 701310100";"VenderP";51;1601;2491;"701310100";"SHIP";2485;2187;1999;"";"Комплектующие для шкафов";"1025";
36739;"112844452";"Трансивер TP-LINK TL-SM321A";"VenderP";33;10166;12590;"TL-SM321A";"TP-LINK";13317;11719;10551;"12 мес.";"Медиаконвертеры и трансиверы";"60018";
38366;"5400048";"ИБП SVC RT-6KL-LCD, 4800W";"VenderP";51;423689;564919;"RT-6KL-LCD";"SVC";514778;477064;454347;"12 мес.";"Источники бесперебойного питания";"8581";
39067;"103222049";"Шкаф настенный SHIP 5412.01.100";"VenderP";51;44135;63751;"5412.01.100";"SHIP";56447;50234;47842;"12 мес.";"Настенные шкафы и опции";"1791";
39125;"103125722";"Полка стационарная SHIP 700112100";"VenderP";5;13411;20861;"700112100";"SHIP";18343;16142;14163;"1 мес.";"Комплектующие для шкафов";"1937";
43297;"101294200";"Кабель VGA(M) - VGA(M) iPower 15M/15M iPiVGAMM18 1.8m";"VenderP";71;831;1552;"iPiVGAMM18";"iPower";1055;986;939;"1 мес.";"Кабели";"21637";
38439;"45500012";"Подставка для ноутбука Deepcool N8 Silver DP-N24N-N8SR";"VenderP";51;11718;17013;"DP-N24N-N8SR";"DeepCool";15548;13682;12170;"12 мес.";"Подставки для ноутбуков";"16119";
43259;"9100917";"Мышь Delux DLM-516OUB, Black/Silver";"VenderS";61;1950;3490;"DLM-516OUB";"Delux";2438;2214;2109;"12 мес.";"Мыши";"21086";
38559;"9100429";"Мышь Rapoo N1162, Black";"VenderP";36;1408;2771;"Rapoo N1162";"RAPOO";1788;1628;1550;"1 мес.";"Мыши";"14172";
43258;"9100888";"Мышь Delux DLM-516OGB, Black";"VenderS";48;2446;3590;"DLM-516OGB";"Delux";3058;2750;2619;"12 мес.";"Мыши";"19831";
43260;"9100286";"Мышь Rapoo 1620, 1000 dpi, Black";"VenderP";51;2420;3638;"Rapoo 1620";"RAPOO";3025;2723;2593;"12 мес.";"Мыши";"14176";
43279;"100637617";"Коммутатор Mercusys MS105(EU)";"VenderP";81;3654;4690;"MS105(EU)";"Mercusys";4568;4215;4014;"12 мес.";"Коммутаторы";"30223";
88899231;"115261798";"Картридж Europrint EPC-MLT-D111S, SL-M2020, 2022, 2070";"VenderS";51;2724;3481;"EPC-MLT-D111S";"Europrint";3440;3216;3006;"1 мес.";"Картриджи, тонеры, барабаны";"12470";
41147;"12900609";"Картридж HP CE740A, оригинальный, Black";"VSTrade";7;92750;;"CE740A";"HP";110911;102434;95733;"1 мес.";"Картриджи, тонеры, барабаны";"5100";
41147;"12900609";"Картридж HP CE740A, оригинальный, Black";"comportal";19;97375;;"CE740A";"HP";110911;102434;95733;"1 мес.";"Картриджи, тонеры, барабаны";"75841";
41147;"12900609";"Картридж HP CE740A, оригинальный, Black";"Марвел";5;97844,82;;"CE740A";"HP";110911;102434;95733;"1 мес.";"Картриджи, тонеры, барабаны";"MarvelCE740A";
41148;"12900021";"Картридж HP CE741A, оригинальный, Cyan";"VSTrade";11;159000;;"CE741A";"HP";193792;175448;163970;"1 мес.";"Картриджи, тонеры, барабаны";"2667";
41148;"12900021";"Картридж HP CE741A, оригинальный, Cyan";"comportal";40;163341;;"CE741A";"HP";193792;175448;163970;"1 мес.";"Картриджи, тонеры, барабаны";"75842";
41148;"12900021";"Картридж HP CE741A, оригинальный, Cyan";"Марвел";5;172348,5;;"CE741A";"HP";193792;175448;163970;"1 мес.";"Картриджи, тонеры, барабаны";"MarvelCE741A";
41149;"113751953";"Картридж HP CE742A, оригинальный, Yellow ";"comportal";26;161261;;"CE742A";"HP";192085;177940;166299;"1 мес.";"Картриджи, тонеры, барабаны";"75843";
41149;"113751953";"Картридж HP CE742A, оригинальный, Yellow ";"Марвел";6;167339,58;;"CE742A";"HP";192085;177940;166299;"1 мес.";"Картриджи, тонеры, барабаны";"MarvelCE742A";
41215;"108679464";"Картридж HP CE743A, оригинальный, Magenta";"VSTrade";10;159000;;"CE743A";"HP";197665;175448;163970;"1 мес.";"Картриджи, тонеры, барабаны";"2668";
41215;"108679464";"Картридж HP CE743A, оригинальный, Magenta";"comportal";35;161261;;"CE743A";"HP";197665;175448;163970;"1 мес.";"Картриджи, тонеры, барабаны";"75844";
41215;"108679464";"Картридж HP CE743A, оригинальный, Magenta";"Марвел";6;172348,5;;"CE743A";"HP";197665;175448;163970;"1 мес.";"Картриджи, тонеры, барабаны";"MarvelCE743A";
44767;"12900029";"Картридж HP CZ130A, оригинальный, Cyan";"VSTrade";51;18444;;"CZ130A";"HP";23995;21116;19147;"1 мес.";"Картриджи струйные";"3218";
44767;"12900029";"Картридж HP CZ130A, оригинальный, Cyan";"Марвел";6;21167,76;;"CZ130A";"HP";23995;21116;19147;"1 мес.";"Картриджи струйные";"MarvelCZ130A";
44769;"";"Картридж HP CZ132A, оригинальный, Yellow";"VSTrade";18;18444;;"CZ132A";"HP";23795;20940;19147;"1 мес.";"Картриджи струйные";"3220";
44769;"";"Картридж HP CZ132A, оригинальный, Yellow";"Марвел";4;20265,3;;"CZ132A";"HP";23795;20940;19147;"1 мес.";"Картриджи струйные";"MarvelCZ132A";
44715;"";"Картридж HP CZ129A, оригинальный, Black";"VSTrade";14;22260;;"CZ129A ";"HP";29898;26310;23078;"1 мес.";"Картриджи струйные";"3217";
44715;"";"Картридж HP CZ129A, оригинальный, Black";"Марвел";17;25471,8;;"CZ129A ";"HP";29898;26310;23078;"1 мес.";"Картриджи струйные";"MarvelCZ129A";
44768;"";"Картридж HP CZ131A, оригинальный, Magenta";"VSTrade";33;18444;;"CZ131A";"HP";23701;20856;19147;"1 мес.";"Картриджи струйные";"3219";
44768;"";"Картридж HP CZ131A, оригинальный, Magenta";"Марвел";7;21167,76;;"CZ131A";"HP";23701;20856;19147;"1 мес.";"Картриджи струйные";"MarvelCZ131A";
88908444;"1500031";"Принтер HP Color LaserJet Professional CP5225n, CE711A";"Марвел";2;760747,08;;"CE711A";"HP";886270;824007;784769;"12 мес.";"Принтеры лазерные";"MarvelCE711A";
47510;"128034045";"Патч Корд SHIP Cat.5 UTP RJ-45 1м, S3025BK0100-P";"VenderP";201;460;715;"S3025BK0100-P";"SHIP";985;867;497;"1 мес.";"Патчкорды и коннекторы";"17014";
42703;"";"Коннектор SHIP UTP RJ 45, S901B, cat. 5e, FTP";"VenderP";5001;47;68;"SHIP S901B";"SHIP";84;70;55;"1 мес.";"Патчкорды и коннекторы";"8796";
43597;"";"Хомут нейлоновый Deluxe 2.5*100 мм белый (100 штук в упаковке)";"VenderP";501;174;257;"2.5*100 мм белый (100 штук в упаковке)";"Deluxe";257;206;184;"1 мес.";"Крепежи и метизы";"21021";
43596;"";"Хомут нейлоновый Deluxe 2.5*200 мм белый (100 штук в упаковке)";"VenderP";501;216;321;"2.5*200 мм белый (100 штук в упаковке)";"Deluxe";321;257;227;"1 мес.";"Крепежи и метизы";"21022";
46802;"";"Хомут нейлоновый Deluxe 3.6*200 мм белый (100 штук в упаковке)";"VenderP";251;299;407;"3.6*200 мм белый (100 штук в упаковке)";"Deluxe";410;328;313;"1 мес.";"Крепежи и метизы";"21023";
42490;"";"Хомут нейлоновый Deluxe 4.8*250 мм белый (100 штук в упаковке)";"VenderP";126;510;696;"4.8*250 мм белый (100 штук в упаковке)";"Deluxe";696;557;530;"1 мес.";"Крепежи и метизы";"21025";
88900519;"";"Хомут нейлоновый Deluxe 4.8*450 мм белый (100 штук в упаковке)";"VenderP";101;905;1220;"4.8*450 мм белый (100 штук в упаковке)";"Deluxe";1220;976;937;"1 мес.";"Крепежи и метизы";"21027";
42313;"9200349";"Клавиатура Delux DLK-180UB, Multimedia, USB, Black";"VenderS";51;3048;4400;"DLK-180UB";"Delux";3810;3558;3389;"12 мес.";"Клавиатуры";"19835";
88899232;"100597830";"Картридж Xerox DRUM UNIT 101R00432, MAK, до 22000 стр";"VenderS";18;82322;113948;"101R00432";"MAK";98649;90941;84992;"1 мес.";"Картриджи, тонеры, барабаны";"38185";
35122;"5400653";"Инвертор SVC DIL-1200";"VenderS";51;50967;67956;"DIL-1200";"SVC";64380;57566;54825;"12 мес.";"Инверторы";"14742";
53702;"101077947";"Диск SSD 2.5"" 2Tb Samsung 870 EVO, MZ-77E2T0BW";"Пульсер";6;108678;156818;"MZ-77E2T0BW";"Samsung";128240;117640;112038;"36 мес.";"Твердотельные диски (SSD)";"180668";
53702;"101077947";"Диск SSD 2.5"" 2Tb Samsung 870 EVO, MZ-77E2T0BW";"VenderP";5;113805;156818;"MZ-77E2T0BW";"Samsung";128240;117640;112038;"36 мес.";"Твердотельные диски (SSD)";"55473";
53702;"101077947";"Диск SSD 2.5"" 2Tb Samsung 870 EVO, MZ-77E2T0BW";"Elco";5;115841;156818;"MZ-77E2T0BW";"Samsung";128240;117640;112038;"36 мес.";"Твердотельные диски (SSD)";"ElcoMZ-77E2T0B/EU";
88900520;"100178215";"Проекционный экран Deluxe DLS-ERC221x121W";"VenderP";13;35762;52703;"DLS-ERC221x121W";"Deluxe";47385;41698;39335;"12 мес.";"Экраны для проекторов";"23974";
56006;"";"Наушники беспроводные Ritmix RH-825BTH TWS белый";"акцент";24;2664;3590;"RH-825BTH TWS белый";"Ritmix";3590;3159;2944;"12 мес.";"Наушники и гарнитуры";"Н0000023833";
53503;"11600155";"Акустическая система Microlab M-108, Black";"VenderS";5;10100;12080;"M-108 Black";"Microlab";13231;11643;10753;"6 мес.";"Акустические системы";"17335";
26633;"11600060";"Акустическая система Microlab M-111, 2.1, Black, 12W RMS";"VenderS";51;12553;19795;"Microlab M-111";"Microlab";16633;14637;13280;"12 мес.";"Акустические системы";"17338";
52474;"100638026";"Коммутатор TP-Link TL-SG1008MP";"VenderP";15;57324;70990;"TL-SG1008MP";"TP-LINK";68502;62259;59294;"12 мес";"Коммутаторы";"34722";
57243;"101961247";"Шкаф коммуникационный SHIP 601S.6838.24.100 38U 600*800*1800 мм";"VenderP";11;193601;260400;"601S.6838.24.100";"SHIP";252608;222295;210781;"12 мес.";"Напольные шкафы";"6403";
57239;"102081603";"Шкаф коммуникационный SHIP 601S.6842.65.100 42U 600*800*2000 мм";"VenderP";10;226817;305075;"601S.6842.65.100";"SHIP";278985;257941;245658;"12 мес.";"Напольные шкафы";"17790";
42508;"21800123";"Коврик A4Tech Bloody B-080S Gaming Mouse Pad Size: 430 X 350 X 2 mm";"Elco";2;3031;;"Bloody B-080S";"A4Tech";3789;3383;3222;"1 мес.";"Коврики для мыши";"ElcoB-080S";
42507;"21800233";"Коврик A4Tech Bloody B-081S Gaming Mouse Pad Size: 380 X 280 X 2 mm";"Elco";3;2584;;"Bloody B-081S";"A4Tech";3230;2900;2762;"1 мес.";"Коврики для мыши";"ElcoB-081S";
88897567;"";"ИБП APC Smart-UPS On-Line SRT 2200VA, SRT2200XLI";"comportal";1;1120765;;"SRT2200XLI";"APC";1633442;1438429;1200219;"12 мес.";"Источники бесперебойного питания";"161956";
41158;"12900202";"Картридж HP CF230A, черный, оригинальный";"VSTrade";43;39485;;"CF230A";"HP";48369;43731;40870;"1 мес.";"Картриджи, тонеры, барабаны";"16026";
41158;"12900202";"Картридж HP CF230A, черный, оригинальный";"Марвел";13;41230,14;;"CF230A";"HP";48369;43731;40870;"1 мес.";"Картриджи, тонеры, барабаны";"MarvelCF230A";
41158;"12900202";"Картридж HP CF230A, черный, оригинальный";"comportal";8;42489;;"CF230A";"HP";48369;43731;40870;"1 мес.";"Картриджи, тонеры, барабаны";"165896";
88899259;"12900079";"Картридж HP CF280A, оригинал";"Марвел";2;64640,7;;"CF280A";"HP";83710;71455;66780;"1 мес.";"Картриджи, тонеры, барабаны";"MarvelCF280A";
41204;"";"Картридж HP C9732A, Yellow";"VSTrade";5;254400;;"C9732A";"HP";302710;280588;262232;"1 месяц";"Картриджи, тонеры, барабаны";"30304";
88890860;"5400014";"ИБП APC Back-UPS BK500EI, 500VA";"VenderP";4;108399;130079;"BK500EI";"APC";127911;122836;116987;"12 мес.";"Источники бесперебойного питания";"70342";
88897569;"105632654";"ИБП CyberPower PLT1500ELCDRT2U, 1500VA (1350W)";"VenderS";38;173100;212990;"PLT1500ELCDRT2U";"CyberPower";203393;195528;186217;"12 мес.";"Источники бесперебойного питания";"59266";
36777;"100634456";"Коммутатор TP-LINK TL-SG108";"VenderP";51;15415;19090;"TL-SG108";"TP-LINK";20040;17635;16127;"12 мес.";"Коммутаторы";"24392";
45378;"108913507";"Картридж Europrint EPC-CF226X";"VenderS";5;3893;4975;"EPC-CF226X";"Europrint";6985;4890;4210;"12 мес.";"Картриджи, тонеры, барабаны";"21461";
46089;"101196943";"Кабель VGA(M) - VGA(M) iPower 15M/15M iPiVGAMM200 20m";"VenderP";51;4324;8020;"iPiVGAMM200 20m";"iPower";6492;5713;4677;"1 мес.";"Кабели";"21638";
42939;"6600104";"Оперативная память для ноутбука DDR3 1333/8Gb GEIL, GS38GB1333C9S";"Ацерти";41;5618;;"GS38GB1333C9S";"Geil";7978;7020;5887;"36 мес.";"Оперативная память";"15489";
46058;"5400870";"ИБП SVC V-1200-L";"VenderP";51;32220;42960;"V-1200-L";"SVC";39792;37249;35475;"12 мес.";"Источники бесперебойного питания";"25231";
46060;"5400815";"ИБП SVC V-2000-L";"Пульсер";6;50930;63240;"V-2000-L";"SVC";61116;58270;55495;"12 мес.";"Источники бесперебойного питания";"141433";
88904572;"5500006";"Бритва Panasonic ES-RT77-S520";"stn";2;37860;;"ES-RT77-S520";"Panasonic";50165;44145;39196;"12 мес.";"Электробритвы мужские";"0000018337";
35478;"9800031";"Корпус Aerocool CS-1101 Black, ACCM-PC02014.11";"VenderS";51;12893;18083;"ACCM-PC02014.11";"AeroCool";17083;15536;14796;"12 мес.";"Корпуса";"16064";
35491;"102159149";"Патч-корд SHIP S4025BK0750-P, Cat.5e, FTP, RJ-45, 7.5 m., Black";"VenderP";1;2070;3220;"S4025BK0750-P";"SHIP";5989;5270;2220;"1 мес.";"Патчкорды и коннекторы";"4315";
48982;"12800652";"USB Flash drive 16Gb Transcend TS16GJF700 USB3.0";"акцент";101;2707;4790;"TS16GJF700";"Transcend";3384;2980;2838;"36 мес.";"USB Flash накопители";"00006644";
51370;"100538297";"USB Flash drive 32Gb Transcend TS32GJF730";"акцент";101;2729;4690;"TS32GJF730";"Transcend";3411;3004;2861;"36 мес.";"USB Flash накопители";"00011648";
36180;"40600046";"Сетевой фильтр Defender ES (5розеток 5m), Black";"Ацерти";111;2268;2890;"ES 5m Black";"Defender";2835;2610;2486;"12 мес.";"Сетевые фильтры, адаптеры";"10414";
36180;"40600046";"Сетевой фильтр Defender ES (5розеток 5m), Black";"акцент";101;2290;2890;"ES 5m Black";"Defender";2835;2610;2486;"12 мес.";"Сетевые фильтры, адаптеры";"Н0000013633";
26825;"9200088";"Комплект беспроводной клавиатура + мышь Delux DLD-1505OGB";"VenderS";51;4903;6690;"DLD-1505OGB";"Delux";7109;6256;5300;"12 мес.";"Наборы Клавиатура + Мышь";"9388";
88899159;"101107700";"Кабель HDMI-HDMI Cablexpert CC-HDMI4-10 v2.0 3m";"Пульсер";11;1490;2174;"CC-HDMI4-10";"Cablexpert";1892;1726;1644;"12 мес.";"Кабели";"143709";
